Nome Attività,Categoria,Sito Web,Telefono,Indirizzo,Comune,Provincia,Email
La Lizza Agriturismo,Restaurant,https://social.quandoo.com/en/groups/la-lizza-agriturismo-101434,392 510 0724,"Srada provinciale, Via Caprarica",Cavallino,Lecce,
Agriturismo Li Mori,Restaurant,http://agriturismolimorilizzanello.metro.rest/,347 711 0772,"Via Case Sparse Li Mori, 24",Lizzanello,Lecce,
Ventitré 23,Restaurant,,0832 090058,"Via XX Settembre, 69",Lizzanello,Lecce,
Fucazzeria Da Francesco,Restaurant,,328 957 1243,SP375,Cavallino,Lecce,
Osteria del Pozzo Vecchio,Restaurant,https://social.quandoo.com/en/groups/osteria-del-pozzo-vecchio-104613,0832 401069,"Via M. Silvestro, 16",Cavallino,Lecce,
Baretto,Espresso bar,,327 441 6916,Piazzetta Galileo Galilei,Lizzanello,Lecce,
Pizzeria Masa Di Leo Maria,Pizza restaurant,https://www.facebook.com/pizzeriamasalizzanello,388 697 6796,"Via Bellini, 1",Lizzanello,Lecce,
Street Pizza,Pizza restaurant,,340 477 7281,"Via Antonio Gramsci, 42",Lizzanello,Lecce,
Villa Madama Wedding & Events,Event venue,https://www.villamadama.it/,320 375 8810,"Via Circonvallazione, 104",Lizzanello,Lecce,info@villamadama.it
IlexDisco & Restaurant,Restaurant,,320 486 9092,"Via Circonvallazione, 71",Lizzanello,Lecce,
Nautilus Garden,Southern Italian restaurant,http://www.nautilusgarden.it/,0832 169 4931,"LE, Via Paisiello, 9",Lecce,Lecce,nuatilus.lecce@gmail.com
Foscolo Ristorante,Restaurant,http://www.foscoloristorante.it/,366 871 9532,"Via Ugo Foscolo, 15",Matino,Lecce,info@foscoloristorante.it
"Krivé Risto Pub ""Dove il buon cibo incontra la vera birra""",Gastropub,https://kriveristopub.plateform.app/,380 591 1354,"Via Tagliamento, 2/A",Matino,Lecce,
Vinhà - Trattoria - Vineria - Sala Eventi,Restaurant,https://leggimenu.it/menu/vinha,329 469 2200,"Via Roma, 75",Matino,Lecce,
Lu Riale,Pizza restaurant,,0833 182 3476,"Via Emanuele Filiberto, 9",Matino,Lecce,
A Locanda Tù Marchese,Bed & breakfast,http://lalocandatumarchese.com/,340 827 4276,"Via del Tufo, 38",Matino,Lecce,
Danilo Osteria Creativa,Restaurant,https://daniloosteriacreativa.it/,349 875 4865,"Via Basento, 13",Matino,Lecce,daniloromanochef@gmail.com
Bar la Rimesa,Espresso bar,,347 403 5128,"n40, Via Po",Matino,Lecce,
Pizzeria Made In Italy,Pizza restaurant,,380 156 7708,"Via Roma, 76",Matino,Lecce,
Osteria lo sturno,Restaurant,,0833 593477,Via Immacolata,Parabita,Lecce,
Greenwood,Bar,,347 738 4376,Via Niccolò Machiavelli,Matino,Lecce,
Pizzeria tevere,Pizza restaurant,,340 805 5488,"LE, Via Tevere, 12",Matino,Lecce,
Pasticceria Caffettiera Gelateria L'Arte Dei Sapori Di Perrone,Cake shop,,349 733 1677,"Via Roma, 15",Matino,Lecce,
Murusanza,Country food restaurant,https://instagram.com/murusanza?igshid=NGExMmI2YTkyZg==,347 189 3436,"Piazza S. Giorgio, 31",Matino,Lecce,
trattoria la pergola via Matino 122 Casarano,Restaurant,,0833 502430,"Via Matino, 122",Casarano,Lecce,
Cilla's Pub,Pizza restaurant,https://cillaspub.it/,348 439 2255,"Viale del Timo, 1",Matino,Lecce,
Pizzeria Puntuso,Pizza restaurant,,388 174 7244,"SP55, 202",Matino,Lecce,
L'arte della Pizza di Roberto Latino,Pizza takeaway,,0833 519379,"Via Trieste, 41",Matino,Lecce,
LI Rrusti,Restaurant,,0833 594281,"Via Principe Umberto, 42",Parabita,Lecce,
Il Palato Salato CARMIANO,Pizza restaurant,,320 211 0865,"Via Don A. Niccoli, 103",Carmiano,Lecce,
La Cascina di Maria Pia - Home Restaurant,Restaurant,https://www.facebook.com/lacascinadimariapia,338 665 2981,"Strada Vicinale La Musica, 22",Carmiano,Lecce,
Osteria Nonna Cia,Restaurant,,0833 193 8653,"Via Vittorio Emanuele IIº, 86",Casarano,Lecce,
CARLINOVINI,Wine bar,https://carlinovini.vidra.shop/it,346 376 5425,"Via Piave, 27",Matino,Lecce,
Desiré,Italian restaurant,,0832 603519,"Via Copertino, 135",Carmiano,Lecce,
Il Pranzo è servito,Restaurant,,,"Via Veglie, 84",Carmiano,Lecce,
CORTE CELESTINI,Fish restaurant,https://social.quandoo.com/en/groups/corte-celestini-carmiano-103926,380 247 1310,"Via Lecce, 10",Carmiano,Lecce,
La Bella Vita,Restaurant,https://www.facebook.com/La-Bella-Vita-47336052293/photos?ref=page_internal,329 790 9516,"Via A. de Gasperi, 89",Carmiano,Lecce,
Ristorante Pizzeria Salento,Restaurant,,327 336 7745,"Via Veglie, 113",Carmiano,Lecce,
Quco,Gastropub,,328 874 5641,"Via Lecce, 51",Carmiano,Lecce,
Fuori Orario,Italian restaurant,,0832 601746,"Via S. Giovanni, 3",Carmiano,Lecce,
Pizzeria La Piazzetta,Pizza restaurant,https://www.facebook.com/lapiazzettacarmiano/,327 580 6254,"Via A. de Gasperi, 23",Carmiano,Lecce,
Pizzeria Il Nido,Pizza restaurant,,340 086 1062,"Via Roma, 152",Carmiano,Lecce,
Nonno Celestino Pizzeria,Pizza restaurant,,350 567 9335,"Via Leverano, 37",Carmiano,Lecce,
Ottoemezzo,Pizza restaurant,https://social.quandoo.com/en/groups/ottoemezzo-carmiano-104935,376 009 4756,"Via Roma, 260",Carmiano,Lecce,
Pizza Express,Pizza takeaway,,380 794 8258,"SP12, 21/e",Magliano,Lecce,
Il Pasticciotto,Cake shop,,320 674 2131,Via Montesanto,Carmiano,Lecce,
Sinagra food-drink-music,Pub,,327 472 0508,"Piazza Assunta, 40",Carmiano,Lecce,
Polizia Locale - Carmiano,Government office,https://www.comune.carmiano.le.it/amministrazione/ente/organigramma/item/settore-7-polizia-municipale,0832 606014,"Via Roma, 187",Carmiano,Lecce,
Li Birbanti,Beer hall,https://www.facebook.com/libirbanticarmiano/,320 251 5843,"Via Roma, 66",Carmiano,Lecce,
Allu Ciccione,Fast food restaurant,,371 794 3060,Piazzetta Elia,Carmiano,Lecce,
Bistrò 4Stagioni,Pizza restaurant,https://instagram.com/quattro_stagionibistro?igshid=ZDdkNTZiNTM=,320 672 9686,"Via Veglie, 18",Carmiano,Lecce,
Giardino Scozzi,Wedding venue,,328 943 8345,SP121,Carmiano,Lecce,
Burlesq Fashionable,Bar,,389 452 2839,"Via D. Donato Franco, 19",Carmiano,Lecce,
Civoleva 196 - Lounge&Cafè,Bar,,0832 000000,"Via Roma, 196",Carmiano,Lecce,
Li Birbanti,Beer hall,https://www.facebook.com/libirbanticarmiano/,320 251 5843,"Via Roma, 66",Carmiano,Lecce,
Paninoteca Macelleria Food Privilege,Night club,http://www.paninotecafoodprivilege.it/,347 166 5255,"LE, Via Veglie, 91-101",Carmiano,Lecce,
Casa Martino - Cucina Etica,Italian restaurant,https://www.casamartino.it/,0833 913652,"Via Corsica, 95",Taviano,Lecce,info@acasatumartinu.com
Grani Del Borgo,Pizza restaurant,https://digitavolo.com/granidelborgo,0833 829456,"Via Nizza, 5",Taviano,Lecce,info@digitavolo.com
Vico Degli Scettici,Restaurant,http://www.vicodegliscettici.it/,0833 185 5381,"Via Giacomo Matteotti, 14",Taviano,Lecce,
Bistrò 4Stagioni,Pizza restaurant,https://instagram.com/quattro_stagionibistro?igshid=ZDdkNTZiNTM=,320 672 9686,"Via Veglie, 18",Carmiano,Lecce,
Mezzo Gaudio,Restaurant,https://www.instagram.com/mezzogaudioputeca/,340 578 8230,"Via Giacomo Matteotti, 23",Taviano,Lecce,
"Trattoria, Pizzeria ""Le Capase""",Restaurant,https://trattorialecapase.it/,328 449 5093,"Via Regina Margherita, 300",Taviano,Lecce,info@trattorialecapase.it
Vento del Sud...pizzeria trattoria,Pizza restaurant,,389 655 8468,"Via Regina Margherita, 205",Taviano,Lecce,
FILOROSSO home restaurant,Restaurant,,348 656 3734,"Via Rodolfo D'Ambrosio, 49",Taviano,Lecce,
Pattio - Taviano,Pizza restaurant,http://www.pattio.it/,392 655 1937,S.P 68 per Casano - Melissano snc,Taviano,Lecce,info@pattio.it
CICCIO PANZA,Pizza restaurant,https://www.cicciopanza.it/,0833 914767,"Piazza del Popolo, 2",Taviano,Lecce,newcicciopanza@libero.it
Salento e sapori,Restaurant,,393 916 1129,"Via Immacolata, 24",Taviano,Lecce,
Ota & Sbota braceria,Restaurant,https://m.facebook.com/braceriaotaesbota/,377 387 8584,"Via Immacolata, 26",Taviano,Lecce,
Pizzeria U Vacabbondu,Pizza restaurant,http://uvacabbondu.it/,347 592 8410,"Via Matino, 16",Taviano,Lecce,info@uvacabbondu.it
Habitus Cafe Taviano,Restaurant,https://www.leggimenu.it/menu/habituscafe?fbclid=PAAaYsFn_9rsDmMTUJfTuelfkYhO2NBD9hyuGhi_10ZEakbfdne5-zQd5bW78_aem_ASBfYoa1XcvP9YOmi6-EIHYhsvJBER3XVC03BuzqBftmYwsAr5MiNcViNzs4dzd0BTY,329 774 2407,"Via Immacolata, 10",Taviano,Lecce,
Agriturismo Tenuta San Martino,Restaurant,https://www.agriturismotenutasanmartino.com/,347 414 5088,Via Bove dei Beneficati,Racale,Lecce,
Pescheria con cottura “L’isola di Sant’Andrea”,Fish store,,340 212 2402,"Via Barberini, 1",Taviano,Lecce,
A CASA TU MARTINU,Restaurant,http://www.all.accor.com/c1a1,347 001 5551,"Via Corsica, 95",Taviano,Lecce,
Pizzeria Perkia,Pizza restaurant,,346 687 5331,"Via Superga, 6",Taviano,Lecce,
The royal pub,Pizza restaurant,,349 857 4688,Via Vittorio Emanuele II n• 94,Taviano,Lecce,
il Golosone,Sandwich shop,http://www.ilgolosonetaviano.com/,351 331 1640,Via P.S. Mattarella,Taviano,Lecce,
Pizzeria Da Flavio,Pizza restaurant,https://www.facebook.com/pages/category/Pizza-Place/Pizzeria-Da-Flavio-1005394266162555/,328 044 9182,Via Don Luigi Sturzo,Taviano,Lecce,
Sorsi e Discorsi,Bar,https://www.sorsiediscorsi.it/,0833 216775,"Corso Vittorio Emanuele II, 18",Taviano,Lecce,puntapizzo@gmail.com
Paninoteca Ismajo,Fast food restaurant,,348 873 1408,Via S.Antonio,Taviano,Lecce,
Agriturismo Rupe delle Stelle,Barbecue restaurant,,347 661 7960,"SP289, km 1/7",Taviano,Lecce,
AVOGLIA by Chef Gianluca,Seafood restaurant,http://www.chefgianluca.com/,377 328 4446,"Via P E M Curie, 1",Taviano,Lecce,info@chefgianluca.com
Santa Lucia,Pizza restaurant,http://www.santaluciataviano.it/,0833 911388,"Via Castelforte, 118",Taviano,Lecce,pizzeriasantalucia@libero.it
Pizzeria Da Romina,Pizza takeaway,https://gratis-5602029.webadorsite.com/,379 272 3270,Via Vittorio Emanuele III,Taviano,Lecce,assistenza@webador.it
AVOGLIA by Chef Gianluca,Seafood restaurant,http://www.chefgianluca.com/,377 328 4446,"Via P E M Curie, 1",Taviano,Lecce,info@chefgianluca.com
Bellini,Pizza restaurant,https://www.facebook.com/Pizzeria-Bellini-Via-Castelforte-Taviano-1067991466678711/?ti=as,349 388 1322,"Via Castelforte, 47",Taviano,Lecce,
Bubba Bar,Hamburger restaurant,,,SP215,Taviano,Lecce,
La Cucina di Sorsi e Discorsi,Restaurant,https://www.lacucinadisorsiediscorsi.it/,339 790 4854,"Corso Vittorio Emanuele II, 37",Taviano,Lecce,puntapizzo@gmail.com
Pescheria con cottura “L’isola di Sant’Andrea”,Fish store,,340 212 2402,"Via Barberini, 1",Taviano,Lecce,
Polizia Locale - Taviano,Traffic officer,https://www.comune.taviano.le.it/sezione-informazioni/utilita/elenco-banner/item/polizia-locale,0833 916341,"Via Donatori Volontari Sangue, 13",Taviano,Lecce,
Braceria,Restaurant,,328 213 0098,"LE, Via Taranto, 122",Campi Salentina,Lecce,
A CASA TU MARTINU,Restaurant,http://www.all.accor.com/c1a1,347 001 5551,"Via Corsica, 95",Taviano,Lecce,
Giardino di Donna Lela - Home Restaurant - Pizzeria,Pizza restaurant,,,"Via Ippolito Nievo, 1",Taviano,Lecce,
Ristorante 900,Restaurant,,327 544 1968,"Viale Stazione, 65",Campi Salentina,Lecce,
Ristorante L' ACCHIATURA,Restaurant,http://www.acchiatura.it/,392 341 1594,"Historic Center, Via Marzani, 12",Racale,Lecce,info@acchiatura.it
Piccola Osteria,Restaurant,,349 070 1052,"Via Cola di Rienzo, 22",Campi Salentina,Lecce,
L'Aia Dei Preti,Pizza restaurant,https://www.facebook.com/pages/LAia-Dei-Preti-Pizzeria/129448853773772?sk=photos&rf=439887559464868#_=_,324 547 2419,"Viale Medaglie d'Oro, 87",Campi Salentina,Lecce,
La Locanda,Restaurant,http://www.lalocandacampisalentina.it/,348 316 6735,"Via Raffaele Maddalo, 35",Campi Salentina,Lecce,lalocanda.campisalentina@gmail.com
Matanzenu,Italian restaurant,https://social.quandoo.com/en/groups/matanzenu-campi-salentina-104846,347 654 3725,"Via Taranto, 60",Campi Salentina,Lecce,
Baccanera,Restaurant,http://baccanera.weebly.com/,329 004 8311,"via, Via Cuore di Maria, 9",Campi Salentina,Lecce,
La Golosa,Pizza restaurant,,335 607 8320,"Via Antonio Trevisi, 74",Campi Salentina,Lecce,
Just-Food Experience,Cafeteria,,388 246 0333,"Viale Medaglie d'Oro, 63",Campi Salentina,Lecce,
OSTERIA LU ZAMPICARU,Restaurant,,379 190 4147,"Via Eugenio Montale, 18",Novoli,Lecce,
Lu Cardillu Trattoria,Italian restaurant,,329 493 7777,P.za Regina Margherita,Novoli,Lecce,
33 Giri Gourmand Burgers,Hamburger restaurant,https://33giriburgers.it/it/,328 328 3658,"Piazza Libertà, 10",Campi Salentina,Lecce,
Braceria Pizzeria Macelleria Da Pasquale,Restaurant,https://www.braceriapizzeriadapasquale.it/,328 124 1840,"Via John Fitzgerald Kennedy, 2",Campi Salentina,Lecce,piazza.rita@gmail.com
Pane e Pomodoro 2.0,Restaurant,,0832 792039,"Via Roma, 36",Campi Salentina,Lecce,
William's Cafè,Bar,,0832 793447,"Via Taranto, 250",Campi Salentina,Lecce,
LI TIANI,Pizza takeaway,,350 083 9209,Piazza Unità d'Italia,Campi Salentina,Lecce,
MARENUESCIU CUCINA TIPICA MARINARA,Restaurant,https://www.facebook.com/marenuesciu/,329 022 7227,"Via Botteghe Nuove, 66",Squinzano,Lecce,
La Frascheria | Ristorante Pizzeria,Pizza restaurant,http://www.lafrascheria.it/,380 213 2444,"Via Camillo Benso Conte di Cavour, 18",Campi Salentina,Lecce,info@lafrascheria.it
La Bottega Pizza al Taglio alla Romana,Pizza takeaway,http://labottega.metro.bar/,328 867 6439,"Via Don Pietro Serio, 39",Campi Salentina,Lecce,
Don Calogero,Brasserie,https://www.leggimenu.it/menu/doncalogero,0833 621834,"Viale Eroi D'Italia, 201",Taurisano,Lecce,
Latino cafe & bistrot,Bistro,https://www.latinocafebistrot.it/,0832 792980,"Via Pacinotti, 19",Campi Salentina,Lecce,info@barcaffelatino.com
La Ragnatela,Pizza restaurant,,320 692 0862,"Via G.Garibaldi, 58",Taurisano,Lecce,
Capricci di pizza,Pizza restaurant,,347 765 4565,"Viale Eroi D'Italia, 87",Taurisano,Lecce,
Ristorante la Ficarigna,Restaurant,http://www.laficarigna.it/,0833 535398,"Via Grazia Deledda, 2",Specchia,Lecce,info@laficarigna.it
Lu Spilu,Pizza restaurant,https://www.apptickets.net/luspilu/,392 324 2888,"Viale Rimembranze, 19",Taurisano,Lecce,
La Siesta Disco Bar,Italian restaurant,,338 472 0440,"Corso Umberto I, 388",Taurisano,Lecce,
La Varietà del Gusto,Restaurant,,,"Piazza Libertà, 38",Taurisano,Lecce,
Farmacia dei Contenti,Distillery,http://www.farmaciadeisani.eu/,,"Piazza del Popolo, 12",Ruffano,Lecce,info@farmaciadeisani.eu
Fantasia dei Sapori,Restaurant,https://m.facebook.com/Fantasie-Dei-Sapori-Piatti-Pronti-364594064354964/?tsid=0.9121686079122386&source=result,340 057 7454,"Corso Umberto I, 251",Taurisano,Lecce,
Kafka,Bar,,347 821 3775,"Via Circolare Giotto, 33",Taurisano,Lecce,
Cotto e Mangiato,Deli,,0833 622501,"Viale Eroi D'Italia, 173",Taurisano,Lecce,
Da Dadà,Fast food restaurant,https://www.fastfoodadada.it/,340 566 1058,"Via Flacco, 51",Taurisano,Lecce,info@fastfoodadada.it
Pasticceria_Pollara,Pastry shop,,346 230 0454,"Str. Vicinale Macchie, 14",Taurisano,Lecce,
Grande Colonial,Farmstay,http://www.masseriagrande.eu/,389 573 4121,Località masseria grande,Taurisano,Lecce,info@masseriagrande.eu
Pizzeria Take away,Restaurant,,347 486 1770,"viale, Viale Eroi D'Italia, 161",Taurisano,Lecce,
Da Claudio,Pizza restaurant,,375 677 3903,"Via Leonardo da Vinci, 52",Taurisano,Lecce,
Caroli Food,Pizza restaurant,https://sites.google.com/view/carolifood/menu,328 939 1694,"Corso Giuseppe Mazzini, 103",Taurisano,Lecce,
Larry | Cafè e Bistrot,Bar,https://www.facebook.com/profile.php?id=100063617859690,377 351 8929,"Via Leonardo da Vinci, 1",Taurisano,Lecce,
Meeting,Pizza takeaway,,347 067 7684,"Via Due Giugno, 12",Taurisano,Lecce,
Trés Bon,Cake shop,https://www.pasticceriatresbon.com/,0833 621533,"Via Dispersi in Russia, 5",Taurisano,Lecce,
El Toro,Pizza restaurant,,389 026 0143,"Via Vittime di Marcinelle, 2",Taurisano,Lecce,
Osteria la Vecchia Fontana,Restaurant,,340 388 6744,"Via Vittorio Emanuele, 32",Supersano,Lecce,
Cotto e Mangiato,Deli,,0833 622501,"Viale Eroi D'Italia, 173",Taurisano,Lecce,
Conte,Pastry shop,,0833 204540,"Via G.Garibaldi, 37",Taurisano,Lecce,
Da Claudio,Pizza restaurant,,375 677 3903,"Via Leonardo da Vinci, 52",Taurisano,Lecce,
"Surgelpesca - Pesce fresco, surgelato e gastronomia a Taurisano",Frozen food store,,349 326 8914,"Viale Eroi D'Italia, 149",Taurisano,Lecce,
Da Dadà,Fast food restaurant,https://www.fastfoodadada.it/,340 566 1058,"Via Flacco, 51",Taurisano,Lecce,info@fastfoodadada.it
Larry | Cafè e Bistrot,Bar,https://www.facebook.com/profile.php?id=100063617859690,377 351 8929,"Via Leonardo da Vinci, 1",Taurisano,Lecce,
Meeting,Pizza takeaway,,347 067 7684,"Via Due Giugno, 12",Taurisano,Lecce,
Macelleria Martinese Enzo,Butcher shop,,392 855 2025,Piazza Unità d'Italia,Taurisano,Lecce,
the Brothers' beer,Beer hall,,328 679 8329,"Piazza Libertà, 21",Taurisano,Lecce,
L'Antico Forno a Legna di Scordella Luigi,Bakery,,0833 621703,"Via Nostri Caduti, 30",Taurisano,Lecce,
31 Maggio,Pizza delivery,,328 452 2359,"Via Quinto Ennio, 15 A",Taurisano,Lecce,
Elettronic Center di Troisio Giuseppe,Electronics store,,0833 624292,"Corso Giuseppe Mazzini, 92",Taurisano,Lecce,
Fast Food Damiano&Rita,Night club,,340 879 1675,"Via Nostri Caduti, 64",Taurisano,Lecce,
Capone Giuseppe,Butcher shop,,347 605 1146,Piazza Unità d'Italia,Taurisano,Lecce,
La Salentina,Pizza restaurant,,0833 692655,"Via Fiera, 6",Ruffano,Lecce,
The Brothers' pizza,Pizza restaurant,,320 947 7733,Corso Umberto I,Taurisano,Lecce,
EURORICAMBI2000,Auto parts store,,0833 626144,"Via, Viale Eroi D'Italia, 96",Taurisano,Lecce,
Le Parmente Taurisano,Coffee shop,,,"Via Leonardo da Vinci, 101",Taurisano,Lecce,
Orlando Tattoo e Piercing Studio,Tattoo shop,http://www.orlandotattoo.it/,347 726 2508,"Strada Comunale Carcarone, 8",Taurisano,Lecce,orlandotaurisano@gmail.com
Il Melograno,Restaurant,,328 285 5324,"LE, Corso Umberto I, 96",Taurisano,Lecce,
Pizzeria Del Castello,Pizza restaurant,,0833 624008,"Via Concordato, 2",Taurisano,Lecce,
Brako's Store di Minonni Daniele,Cell phone store,,0833 622444,"Corso Umberto I, 237",Taurisano,Lecce,
Osteria la Vecchia Fontana,Restaurant,,340 388 6744,"Via Vittorio Emanuele, 32",Supersano,Lecce,
PrinterCopy Di Troisio Nunzio,Computer store,http://www.printercopy.it/,0833 621248,"Via Casarano, 23",Taurisano,Lecce,info@printercopy.it
Mela Verde- Taurisano,Fruit and vegetable store,,377 594 5349,"Via G.Garibaldi, 32",Taurisano,Lecce,
Corte Coronisio,Bed & breakfast,http://www.cortecoronisio.it/,339 497 7502,"Corso Umberto I, 166g",Taurisano,Lecce,info@cortecoronisio.it
McManni Steak House,Chophouse restaurant,https://direct.me/mcmanni,389 537 0708,"Via de Cristoforis, 7",Racale,Lecce,
Barbarella Ristorante Pizzeria,Pizza restaurant,,0833 552338,"Via Gallipoli, 180",Racale,Lecce,
La Cantiniera | Enoteca Wine Bar & Bistrot,Wine store,https://www.lacantiniera.it/,0833 182 5423,"Via Principe di Napoli, 34",Racale,Lecce,enotecalacantiniera@gmail.com
Trattoria Tu Zi Brunu,Restaurant,https://trattoriatuzibrunu.it/,347 279 3224,Via Ticino,Racale,Lecce,info@trattoriatuzibrunu.it
Giardino dei Tolomei Restaurant,Mediterranean restaurant,https://www.giardinodeitolomeirestaurant-racale.it/,324 924 1810,"Via Guevara, 6",Racale,Lecce,
Café del mar,Cafe,,346 780 1549,"SP215, 2",Torre Suda,Lecce,
A C E L I P E R T I (Le Terrazze dell'Acchiatura),Seafood restaurant,https://www.acchiatura.it/menu-a-celi-perti/,351 570 7801,"Via Briganti, 15",Racale,Lecce,info@acchiatura.it
Cibus (Bistrot e Delivery),Restaurant,http://www.classparty.it/,0833 553032,"Via Gallipoli, 157",Racale,Lecce,info@classparty.it
Alegria park,Restaurant,http://www.alegriapark.it/,392 068 2682,"SP215, 1",Torre Suda,Lecce,
Le perle del gusto,Takeout restaurant,,348 779 2183,"Via Piave, 16",Racale,Lecce,
Ristorante L' ACCHIATURA,Restaurant,http://www.acchiatura.it/,392 341 1594,"Historic Center, Via Marzani, 12",Racale,Lecce,info@acchiatura.it
Città vecchia trattoria pizzeria,Restaurant,,327 199 7406,"Via Mazzini, 3",Racale,Lecce,
Agriturismo Tenuta San Martino,Restaurant,https://www.agriturismotenutasanmartino.com/,347 414 5088,Via Bove dei Beneficati,Racale,Lecce,
A Casa Noscia HOME RESTAURANT,Restaurant,,348 437 2777,Via de Viti de Marco,Alliste,Lecce,
Casa Martino - Cucina Etica,Italian restaurant,https://www.casamartino.it/,0833 913652,"Via Corsica, 95",Taviano,Lecce,info@acasatumartinu.com
Palazzo Dante B&B,Bed & breakfast,,340 597 6433,Via Dante Alighieri,Racale,Lecce,
La Puteca,Restaurant,https://www.laputecaristorante.it/,379 272 4323,"Via Achille Valentini, 29",Alliste,Lecce,
Ristorante Il Brigantino,Restaurant,,349 916 5166,"Via Regina Margherita, 34",Racale,Lecce,
Pizzeria Il Castello,Pizza restaurant,,339 779 9535,"LE, Via Vittorio Emanuele II, 20",Racale,Lecce,
Mambù - poke & more,Restaurant,https://www.mambupoke.it/,327 833 7538,"Via Mazzini, 22",Racale,Lecce,
Punto Zero,Japanese restaurant,https://me-qr.com/bk1e7GPn,380 106 1136,"Via Gallipoli, 232",Racale,Lecce,
Pizzeria La Lanterna,Pizza restaurant,,339 267 0154,"Via Amerigo Vespucci, 56",Racale,Lecce,
Paninoteca Marzo Luigi,Sandwich shop,,329 873 0146,"Via Melissano, 94",Racale,Lecce,
Posto Divino ai Tolomei,Restaurant,https://www.postodivino.it/,0833 186 2176,"Via Dante Alighieri, 19",Racale,Lecce,info@postodivino.it
Made in Sud 2.0 Pizza•e•non•solo,Pizza restaurant,https://www.facebook.com/madeinsud15trattoriapizzeria.racale/reviews,0833 606418,"Via Fiumi Marina, 21",Racale,Lecce,
"Trattoria, Pizzeria ""Le Capase""",Restaurant,https://trattorialecapase.it/,328 449 5093,"Via Regina Margherita, 300",Taviano,Lecce,info@trattorialecapase.it
One Way Food + Beer,Gastropub,,348 094 3147,"Via Principe di Piemonte, 1",Racale,Lecce,
Valentina Bar Pizzeria Tavola Calda,Pizza restaurant,https://it-it.facebook.com/ValentinaBar.TotalErg/,320 401 4499,"Via Melissano, 100",Racale,Lecce,
Pizzeria Davide,Pizza restaurant,,0833 186 1063,"Via Fiume, 18",Racale,Lecce,
Vico Degli Scettici,Restaurant,http://www.vicodegliscettici.it/,0833 185 5381,"Via Giacomo Matteotti, 14",Taviano,Lecce,
Mahja,Restaurant,,346 220 1839,"Via Borromeo, 5",Torre Suda,Lecce,
RDP (Roberto dei panini),Sandwich shop,,347 572 7424,"Via Roma, 66",Racale,Lecce,
Marcelleria,Restaurant,,366 494 7991,Piazza Municipio,Alliste,Lecce,
Da Sasà,Pizza restaurant,,348 253 5616,SP215,Torre Suda,Lecce,
Solatio,Restaurant,,345 157 8723,"Litoranea Gallipoli-Leuca, 1",Torre Suda,Lecce,
Il Mulino di Alcantara,Restaurant,https://www.ilmulinodialcantara.it/,0833 985250,"Piazza Caduti, 1",Felline,Lecce,
"D'Anvè di Gatto Dario.Ristorante,Pizzeria,Wine & Cocktail bar",Restaurant,http://danve.it/,0833 558848,"Via Marina,1, Piazza S. Quintino, snc",Alliste,Lecce,info@danve.it
Pescheria-Friggitoria da Rino,Fish store,,320 711 0488,"SP215, 45",Torre Suda,Lecce,
Mezzo Gaudio,Restaurant,https://www.instagram.com/mezzogaudioputeca/,340 578 8230,"Via Giacomo Matteotti, 23",Taviano,Lecce,
Meraviglia by Farmacia dei Sani,Restaurant,http://www.farmaciadeisani.eu/meraviglia/,345 510 0949,"Corso Vittoria, 108",Torre Suda,Lecce,info@farmaciadeisani.eu
AVOGLIA by Chef Gianluca,Seafood restaurant,http://www.chefgianluca.com/,377 328 4446,"Via P E M Curie, 1",Taviano,Lecce,info@chefgianluca.com
Marò,Seafood restaurant,,340 729 5477,"Via Como angolo, Via Milano",Marina di Mancaversa-Giannelli,Lecce,
Masseria Samenti Ristorante,Restaurant,http://www.masseriasamenti.com/,331 665 9841,Via Andrea Doria,Torre Suda,Lecce,
A Kilometrozero,Restaurant,https://social.quandoo.com/en/groups/a-kilometrozero-104452,340 155 7104,"Via Maggiore Galliano, 23",Supersano,Lecce,
AGROSI' | Cibo e Storie | Food and Stories,Restaurant,https://olioagrosi.com/agrosi-cibo-e-storie/,328 891 2212,"Via Vittorio Emanuele, 42",Supersano,Lecce,info@agrosi.it
Osteria la Vecchia Fontana,Restaurant,,340 388 6744,"Via Vittorio Emanuele, 32",Supersano,Lecce,
Round,Pizza restaurant,,339 191 4942,"Via S. Francesco D'Assisi, 53",Supersano,Lecce,
Casale Sombrino,Farmstay,https://sombrino.it/,347 270 2176,"Strada Statale 362, km 32",Supersano,Lecce,
AGRITURISMO SERRE SALENTINE,Farmstay,https://www.agriturismoserresalentine.it/,327 700 5467,"Provinciale per Casarano, Km 06",Supersano,Lecce,info@barbarhouse.com
Mubo's Cafe,Bar,,392 385 2224,"Piazza IV Novembre, 5",Supersano,Lecce,
La Bruschetta,Pizza restaurant,https://www.labruschettasupersano.it/,339 678 9081,"Via V. Alfieri, 52",Supersano,Lecce,
Mezzaluna,Pizza restaurant,,0833 631687,"Via Vitt. Veneto, 27",Supersano,Lecce,
"Bar, Tabacchino, Campo di Calcetto, Parco Giochi ""La Spaziale""",Restaurant,http://www.instagram.it/laspaziale_supersano,0833 632110,"SP, 174",Supersano,Lecce,
La Cungreca,Pizza restaurant,,370 123 7764,"Via Antonio Frascaro, 18",Supersano,Lecce,
Doppio Zero,Pizza restaurant,,347 574 7623,"Via E. Berlinguer, 7",Supersano,Lecce,
